Iteration	Posterior	Likelihood	Prior	r1	r2
58000	-98.90102	-98.50879	-0.3922299	0.167348	0.7219142
58200	-98.09461	-98.67077	0.5761549	0.07255023	0.3325195
58400	-98.98622	-98.5029	-0.4833169	0.1764074	0.7583982
58600	-98.38516	-98.48145	0.09628753	0.1231875	0.5218159
58800	-102.455	-99.65345	-2.801575	0.3263573	1.767577
59000	-97.79329	-98.604	0.8107104	0.05241659	0.2353754
59200	-98.19412	-98.49429	0.3001637	0.1113491	0.4317162
59400	-99.22137	-99.22316	0.001795472	0.1133244	0.5789251
59600	-100.1681	-98.5936	-1.574509	0.3143151	1.166087
59800	-98.98494	-99.61648	0.6315486	0.0590446	0.3183283
60000	-100.991	-98.8763	-2.114657	0.3921542	1.358321
60200	-97.74423	-98.51049	0.7662647	0.06404986	0.245965
60400	-97.67106	-98.47471	0.8036478	0.05901932	0.232304
60600	-98.93567	-98.45864	-0.4770314	0.1852593	0.7464036
60800	-97.53712	-98.70239	1.165278	0.0196535	0.09085445
61000	-98.40651	-99.16902	0.7625107	0.05141625	0.2604756
61200	-103.5407	-101.4789	-2.061799	0.4700842	1.253963
61400	-101.4648	-99.11192	-2.352909	0.3105731	1.559029
61600	-99.28593	-98.48669	-0.7992413	0.2080181	0.8847498
61800	-98.63595	-99.68104	1.045093	0.04162419	0.1289767
62000	-98.06304	-98.67065	0.6076151	0.06973476	0.3196049
62200	-98.47386	-99.00601	0.5321558	0.07201822	0.3550511
62400	-97.51915	-98.47827	0.9591203	0.0433818	0.1702052
62600	-97.92615	-98.95021	1.02406	0.03080201	0.1503151
62800	-98.6586	-98.74141	0.08281333	0.1149715	0.5367691
63000	-98.1448	-98.52214	0.3773464	0.09439002	0.410084
63200	-98.01562	-98.53541	0.519793	0.0806448	0.3526059
63400	-98.60528	-99.5931	0.9878251	0.03124993	0.1679847
63600	-102.6098	-98.56994	-4.039904	0.5722603	2.140839
63800	-98.14321	-98.82679	0.6835817	0.07812338	0.273233
64000	-97.83849	-98.51475	0.6762626	0.0734788	0.2815371
64200	-99.14647	-99.32388	0.1774075	0.09772782	0.5067156
64400	-97.67355	-98.61209	0.938537	0.04775919	0.1761195
64600	-99.94206	-98.48398	-1.458071	0.2899275	1.132255
64800	-99.02394	-98.71397	-0.3099677	0.1849487	0.6631823
65000	-100.3576	-99.89992	-0.4576589	0.2288394	0.6931373
65200	-99.2425	-99.61803	0.3755263	0.07906064	0.4263234
65400	-99.77852	-98.79957	-0.9789581	0.2618089	0.9208174
65600	-105.1852	-100.0846	-5.10059	0.8158644	2.427578
65800	-99.65696	-98.66686	-0.9901024	0.2566678	0.9315306
66000	-99.54844	-99.07575	-0.4726891	0.2137791	0.7157126
66200	-98.00697	-98.74963	0.7426583	0.07063972	0.2511783
66400	-101.0267	-98.82877	-2.197936	0.3109753	1.48114
66600	-98.67158	-98.96537	0.2937915	0.09268194	0.4535695
66800	-99.79558	-100.712	0.9164115	0.06150069	0.1734407
67000	-102.3991	-99.00805	-3.391074	0.5448296	1.843855
67200	-98.41303	-99.26949	0.8564649	0.06224842	0.2026663
67400	-99.68441	-98.46293	-1.221479	0.2531238	1.050763
67600	-98.63044	-99.14729	0.5168551	0.1008155	0.3339042
67800	-99.22889	-98.823	-0.4058932	0.1556539	0.7404398
68000	-97.65558	-98.4722	0.8166106	0.05477389	0.230068
68200	-97.70238	-98.70888	1.006494	0.04137046	0.1485299
68400	-98.14871	-98.58908	0.4403694	0.08650666	0.3864558
68600	-101.3789	-98.66048	-2.718454	0.442738	1.609636
68800	-98.62681	-98.62071	-0.006106316	0.1262335	0.5699669
69000	-97.35497	-98.58329	1.228324	0.01672327	0.06226197
69200	-102.0861	-98.69378	-3.392303	0.5189819	1.870317
69400	-103.2522	-101.7052	-1.546992	0.1934605	1.273183
69600	-97.88087	-98.4652	0.5843279	0.07762791	0.3233553
69800	-97.77327	-98.70717	0.9338996	0.04018722	0.1860102
70000	-103.2428	-99.02169	-4.221082	0.4717073	2.331981
